Data;Tmax;Tmin;I;Tmean;UR;V
"""1994-01-27""";29.2;19.4;5.2;23.7;82.75;2.666667
"""1994-01-28""";31.0;21.2;10.4;26.3;63.0;1.633333
"""1994-01-29""";28.2;22.4;6.8;24.78;63.75;2.1
"""1994-01-30""";28.7;21.0;9.9;24.82;59.25;1.6
"""1994-01-31""";30.7;20.8;10.8;25.32;56.5;2.0333330000000003
"""1994-01-02""";30.6;21.2;10.9;25.18;57.0;2.4666669999999997
"""1994-02-02""";30.8;21.3;10.6;25.6;54.0;2.5
"""1994-03-02""";31.0;21.0;9.9;25.46;52.5;2.3666669999999996
"""1994-04-02""";30.2;20.8;11.4;25.54;60.0;1.666667
"""1994-05-02""";31.0;21.6;8.9;26.14;61.25;1.9
"""1994-06-02""";31.1;20.8;10.0;25.9;55.75;1.5
"""1994-07-02""";30.6;22.0;11.4;25.66;53.5;2.4
"""1994-08-02""";30.3;21.2;9.1;25.24;61.0;1.8666669999999999
"""1994-09-02""";30.1;21.6;8.6;25.36;61.75;1.533333
"""1994-10-02""";30.4;21.6;9.7;26.02;58.25;1.6
"""1994-11-02""";31.0;21.2;10.4;26.54;52.0;2.1333330000000004
"""1994-12-02""";31.5;23.0;10.1;26.44;57.5;2.9
"""1994-02-13""";31.8;22.0;10.5;26.62;58.0;1.366667
"""1994-02-14""";32.7;20.4;10.7;25.0;67.0;1.833333
"""1994-02-15""";31.0;20.6;11.0;25.62;62.25;1.666667
"""1994-02-16""";30.9;22.8;11.2;26.4;58.25;1.533333
"""1994-02-17""";32.0;22.0;10.4;27.3;52.75;1.566667
"""1994-02-18""";33.0;22.0;10.3;27.22;48.25;1.633333
"""1994-02-19""";30.5;21.4;9.5;26.04;50.0;2.266667
"""1994-02-20""";30.4;21.4;11.1;26.26;47.0;2.166667
"""1994-02-21""";29.1;20.6;11.1;25.84;49.75;2.4
"""1994-02-22""";28.8;20.0;10.0;23.9;60.25;1.9333330000000002
"""1994-02-23""";28.3;19.8;9.3;23.94;58.0;1.633333
"""1994-02-24""";28.5;20.0;9.1;24.12;63.75;1.5
"""1994-02-25""";29.0;19.8;9.2;24.7;66.0;0.7
"""1994-02-26""";31.1;21.8;9.3;25.1;64.75;1.9333330000000002
"""1994-02-27""";31.1;19.0;8.4;25.44;60.75;0.533333
"""1994-02-28""";31.1;19.2;6.2;24.56;65.5;0.966667
"""1994-01-03""";30.6;20.8;7.6;24.5;75.0;0.43333299999999997
"""1994-02-03""";28.3;18.4;1.8;22.0;94.5;1.333333
"""1994-03-03""";22.3;18.4;0.0;20.32;88.0;0.1
"""1994-04-03""";22.9;18.0;0.0;20.04;77.25;0.833333
"""1994-05-03""";21.8;17.6;0.0;18.98;86.75;0.6
"""1994-06-03""";18.8;16.4;0.0;17.12;96.0;1.033333
"""1994-07-03""";21.9;16.0;0.2;18.94;88.25;1.166667
"""1994-08-03""";25.3;18.4;1.7;21.6;77.75;1.366667
"""1994-09-03""";25.5;18.0;2.1;21.44;78.0;1.633333
"""1994-10-03""";28.2;19.4;8.4;23.46;71.0;0.9
"""1994-11-03""";28.0;19.0;7.1;23.46;69.0;1.066667
"""1994-12-03""";27.2;20.2;1.9;22.64;77.0;0.5
"""1994-03-13""";26.1;18.4;6.2;22.32;76.75;0.266667
"""1994-03-14""";28.1;20.2;6.7;22.76;77.75;0.933333
"""1994-03-15""";29.4;19.2;8.8;23.78;69.75;1.466667
"""1994-03-16""";28.1;19.2;7.3;23.92;65.0;0.366667
"""1994-03-17""";28.4;19.6;7.4;23.22;74.5;0.8
"""1994-03-18""";29.6;20.6;7.5;24.74;69.5;0.3
"""1994-03-19""";26.4;19.8;1.9;22.3;92.25;0.633333
"""1994-03-20""";22.3;19.0;0.0;20.3;94.75;0.166667
"""1994-03-21""";27.2;19.0;4.1;22.22;85.0;1.9333330000000002
"""1994-03-22""";27.4;19.2;4.7;22.42;83.75;1.233333
"""1994-03-23""";29.4;19.6;6.4;23.86;72.5;0.6
"""1994-03-24""";28.9;18.6;0.0;22.24;81.25;1.233333
"""1994-03-25""";29.1;18.6;6.1;23.28;63.75;1.5
"""1994-03-26""";30.0;18.6;9.6;24.38;61.75;0.266667
"""1994-03-27""";27.6;20.2;0.8;22.28;85.5;2.0
"""1994-03-28""";26.3;18.2;6.5;21.38;70.0;1.633333
"""1994-03-29""";26.9;18.0;7.0;22.32;70.5;0.633333
"""1994-03-30""";29.6;19.8;8.1;23.9;71.75;0.8
"""1994-03-31""";28.4;19.8;7.2;24.42;64.5;0.966667
"""1994-01-04""";27.1;19.7;3.0;21.94;86.25;0.8
"""1994-02-04""";26.9;19.4;6.3;22.44;71.0;0.533333
"""1994-03-04""";26.4;17.8;6.3;21.18;63.0;0.266667
"""1994-04-04""";27.6;16.0;8.6;21.46;64.5;0.7
"""1994-05-04""";27.3;17.0;9.5;22.24;60.75;1.033333
"""1994-06-04""";28.4;17.0;9.5;22.7;57.25;0.43333299999999997
"""1994-07-04""";26.4;18.4;4.3;21.88;83.0;1.9
"""1994-08-04""";27.3;19.2;5.0;21.68;65.0;1.2
"""1994-09-04""";24.3;16.0;8.2;19.92;68.0;2.066667
"""1994-10-04""";25.7;16.6;9.4;21.18;74.0;0.3
"""1994-11-04""";26.7;18.6;5.6;22.02;74.25;0.9
"""1994-12-04""";28.7;18.2;8.2;22.8;51.75;0.23333299999999998
"""1994-04-13""";26.8;18.6;8.9;22.38;64.75;2.6333330000000004
"""1994-04-14""";27.3;18.8;8.5;22.24;65.75;1.033333
"""1994-04-15""";26.2;18.3;3.1;20.64;77.0;1.166667
"""1994-04-16""";25.3;17.2;7.4;20.84;70.5;1.0
"""1994-04-17""";26.5;17.0;8.9;21.5;70.25;1.333333
"""1994-04-18""";27.8;18.0;6.7;22.5;81.25;0.6
"""1994-04-19""";27.4;18.9;2.2;21.84;88.5;0.1
"""1994-04-20""";27.3;18.4;8.4;22.68;72.0;0.3
"""1994-04-21""";28.8;20.2;9.8;23.34;64.75;1.6
"""1994-04-22""";28.2;19.6;7.4;22.98;64.75;0.266667
"""1994-04-23""";26.5;18.7;8.8;22.72;61.75;2.166667
"""1994-04-24""";24.8;19.4;4.4;21.58;77.75;1.8
"""1994-04-25""";25.2;19.2;6.5;21.66;73.25;1.166667
"""1994-04-26""";28.0;18.8;8.6;22.3;68.25;1.7
"""1994-04-27""";28.0;18.0;9.2;22.7;67.5;0.366667
"""1994-04-28""";27.9;18.2;9.3;22.52;66.0;0.43333299999999997
"""1994-04-29""";26.6;17.4;9.7;21.74;67.0;1.2
"""1994-04-30""";25.3;17.6;9.1;20.4;64.0;1.066667
"""1994-01-05""";24.9;16.2;9.8;20.34;61.25;1.0
"""1994-02-05""";23.5;18.0;2.0;20.28;76.25;0.933333
"""1994-03-05""";25.7;16.6;8.9;21.2;70.75;1.7333330000000002
"""1994-04-05""";28.1;17.0;9.0;22.16;64.25;1.2
"""1994-05-05""";27.6;17.8;6.7;23.14;61.0;1.066667
"""1994-06-05""";27.2;19.4;9.7;22.94;64.0;1.9
"""1994-07-05""";26.4;19.0;9.4;22.08;65.5;2.1
"""1994-08-05""";26.4;18.6;6.0;21.4;72.75;1.233333
"""1994-09-05""";27.2;17.8;9.3;21.82;64.25;1.8666669999999999
"""1994-10-05""";29.0;17.8;8.8;22.9;52.25;0.266667
"""1994-11-05""";26.6;17.4;9.2;21.9;54.75;2.433333
"""1994-12-05""";28.0;16.8;9.0;22.02;65.0;2.166667
"""1994-05-13""";27.6;17.8;8.1;22.14;60.0;1.9
"""1994-05-14""";24.2;17.8;1.9;21.42;70.25;1.4
"""1994-05-15""";24.6;18.8;2.0;20.94;77.0;2.3
"""1994-05-16""";25.0;18.0;6.3;20.74;80.25;1.666667
"""1994-05-17""";25.4;17.8;4.1;20.18;84.5;1.366667
"""1994-05-18""";27.2;17.0;8.1;21.46;69.25;1.633333
"""1994-05-19""";27.4;17.0;8.3;21.62;69.25;2.1
"""1994-05-20""";27.0;17.6;7.9;22.14;67.75;1.233333
"""1994-05-21""";26.4;18.5;6.7;21.08;83.25;1.0
"""1994-05-22""";24.9;17.8;7.9;21.06;68.25;2.2
"""1994-05-23""";25.3;18.0;7.9;20.88;72.25;1.9333330000000002
"""1994-05-24""";27.2;19.2;8.7;22.26;68.75;1.366667
"""1994-05-25""";28.4;18.0;7.1;22.82;68.0;0.6
"""1994-05-26""";28.5;18.2;6.1;22.52;71.0;1.2
"""1994-05-27""";27.6;17.2;8.4;20.66;77.5;1.7
"""1994-05-28""";24.4;17.2;4.0;20.1;83.25;0.633333
"""1994-05-29""";26.6;17.0;8.8;21.6;67.0;1.5
"""1994-05-30""";24.1;17.4;6.8;19.56;74.25;2.1
"""1994-05-31""";23.0;16.0;6.7;18.7;71.25;2.4666669999999997
"""1994-01-06""";25.6;14.4;6.9;20.38;66.75;1.7
"""1994-02-06""";26.7;16.8;6.9;21.48;71.0;0.866667
"""1994-03-06""";27.2;16.6;7.9;21.18;62.5;1.3
"""1994-04-06""";27.2;16.9;7.6;21.34;63.25;1.366667
"""1994-05-06""";26.6;17.6;8.3;21.12;68.25;1.133333
"""1994-06-06""";26.8;17.2;8.3;21.42;61.25;1.033333
"""1994-07-06""";26.6;15.4;8.1;20.98;52.25;1.666667
"""1994-08-06""";25.1;16.0;8.2;20.28;51.5;1.566667
"""1994-09-06""";26.0;16.2;5.2;19.62;65.5;2.3666669999999996
"""1994-10-06""";22.7;14.0;8.9;17.24;70.5;1.9666669999999997
"""1994-11-06""";21.8;13.0;8.7;17.42;59.5;0.933333
"""1994-12-06""";22.7;12.4;9.3;17.46;63.75;3.1
"""1994-06-13""";25.0;13.2;7.7;18.98;65.0;1.7333330000000002
"""1994-06-14""";25.1;14.4;7.3;19.28;59.5;1.133333
"""1994-06-15""";26.6;15.6;8.6;20.58;66.0;1.7333330000000002
"""1994-06-16""";26.3;16.0;8.7;20.6;67.0;1.8666669999999999
"""1994-06-17""";26.8;15.8;8.5;20.66;62.75;1.8
"""1994-06-18""";24.4;16.6;NA;19.44;63.0;1.5
"""1994-06-19""";25.1;14.2;9.4;18.64;60.0;0.8
"""1994-06-20""";25.8;14.6;8.9;19.3;61.75;1.366667
"""1994-06-21""";28.0;14.0;8.7;20.46;65.0;1.066667
"""1994-06-22""";26.5;16.0;5.0;19.92;76.5;2.0333330000000003
"""1994-06-23""";22.8;16.0;NA;18.18;82.5;0.533333
"""1994-06-24""";26.7;15.4;NA;20.44;75.5;1.7
"""1994-06-25""";24.3;17.2;NA;19.24;89.25;1.233333
"""1994-06-26""";21.5;9.6;NA;14.06;57.0;0.766667
"""1994-06-27""";23.9;10.0;NA;16.38;68.5;0.9
"""1994-06-28""";22.0;10.4;NA;15.7;57.25;1.3
"""1994-06-29""";21.5;12.2;NA;16.6;58.75;3.0333330000000003
"""1994-06-30""";22.6;13.6;NA;17.58;63.0;1.9666669999999997
"""1994-01-07""";23.1;14.6;NA;18.36;72.0;1.7333330000000002
"""1994-02-07""";25.2;14.4;NA;19.6;60.0;2.1
"""1994-03-07""";23.4;15.6;NA;18.3;67.5;1.466667
"""1994-04-07""";21.5;13.8;NA;18.04;67.25;2.1
"""1994-05-07""";23.0;14.8;NA;18.54;62.75;2.2
"""1994-06-07""";21.9;15.8;NA;18.6;70.0;2.9666669999999997
"""1994-07-07""";25.7;14.0;NA;19.48;64.25;1.3
"""1994-08-07""";26.9;14.8;NA;21.0;58.5;1.4
"""1994-09-07""";22.3;15.6;NA;17.68;62.25;2.433333
"""1994-10-07""";19.7;9.4;NA;13.16;46.75;3.0333330000000003
"""1994-11-07""";18.8;10.6;NA;14.66;58.75;2.3
"""1994-12-07""";20.0;12.0;NA;15.78;71.0;2.266667
"""1994-07-13""";20.0;12.2;NA;16.1;64.0;2.6
"""1994-07-14""";23.0;13.4;NA;17.66;62.75;1.7
"""1994-07-15""";24.3;13.0;NA;18.6;55.5;1.333333
"""1994-07-16""";24.1;15.0;NA;19.12;61.0;2.1333330000000004
"""1994-07-17""";25.8;15.8;NA;19.82;65.75;1.4
"""1994-07-18""";26.6;15.6;NA;20.74;56.0;1.366667
"""1994-07-19""";26.3;14.8;NA;20.08;54.0;1.366667
"""1994-07-20""";26.9;15.4;NA;21.0;51.25;1.7333330000000002
"""1994-07-21""";24.9;17.4;NA;20.24;66.0;1.9666669999999997
"""1994-07-22""";25.3;16.8;NA;20.24;63.75;2.1333330000000004
"""1994-07-23""";24.9;16.0;NA;20.44;61.75;1.566667
"""1994-07-24""";27.0;15.8;NA;20.86;60.75;1.566667
"""1994-07-25""";26.7;16.6;NA;20.6;55.5;2.1
"""1994-07-26""";27.2;14.4;NA;20.58;55.75;1.2
"""1994-07-27""";26.8;16.6;NA;20.86;60.75;1.533333
"""1994-07-28""";25.5;17.0;NA;20.1;63.5;1.7333330000000002
"""1994-07-29""";26.4;15.0;NA;21.1;54.0;1.9
"""1994-07-30""";27.1;14.0;NA;20.5;45.0;2.7
"""1994-07-31""";25.5;16.9;NA;20.32;52.75;1.8666669999999999
"""1994-01-08""";24.1;15.8;NA;19.52;52.25;2.3666669999999996
"""1994-02-08""";26.2;14.6;NA;19.82;55.0;1.1
"""1994-03-08""";27.8;14.6;NA;20.9;49.75;2.0
"""1994-04-08""";26.1;16.3;NA;19.06;50.5;2.6333330000000004
"""1994-05-08""";23.7;11.0;NA;16.4;49.5;2.4
"""1994-06-08""";23.5;10.8;NA;15.9;53.5;2.9666669999999997
"""1994-07-08""";23.3;10.4;NA;16.2;56.25;1.8666669999999999
"""1994-08-08""";24.9;11.4;NA;18.08;47.0;1.533333
"""1994-09-08""";26.9;13.2;NA;19.76;50.25;1.8
"""1994-10-08""";28.5;13.6;NA;20.56;43.75;1.033333
"""1994-11-08""";27.4;15.0;NA;20.86;46.75;2.4666669999999997
"""1994-12-08""";22.8;15.2;NA;18.1;67.0;2.1333330000000004
"""1994-08-13""";22.5;14.4;NA;18.04;54.0;1.9333330000000002
"""1994-08-14""";23.5;13.7;NA;17.8;58.0;2.2
"""1994-08-15""";24.2;14.8;NA;18.76;56.25;1.566667
"""1994-08-16""";27.8;13.8;NA;20.38;48.0;0.8
"""1994-08-17""";26.8;15.4;NA;20.62;52.75;2.3
"""1994-08-18""";24.2;15.2;NA;19.18;56.0;3.333333
"""1994-08-19""";24.6;15.0;NA;19.38;53.25;2.5
"""1994-08-20""";24.5;14.2;NA;18.78;56.5;2.333333
"""1994-08-21""";26.7;13.6;NA;19.92;45.5;1.066667
"""1994-08-22""";27.4;14.4;NA;20.74;47.5;0.9
"""1994-08-23""";29.7;15.6;NA;22.36;43.0;1.366667
"""1994-08-24""";30.4;17.0;NA;23.62;42.5;1.8666669999999999
"""1994-08-25""";25.8;17.8;NA;20.86;61.5;2.066667
"""1994-08-26""";30.5;16.4;NA;23.92;47.5;1.366667
"""1994-08-27""";30.5;18.8;NA;24.72;50.25;1.533333
"""1994-08-28""";26.3;18.6;NA;21.1;70.25;3.1
"""1994-08-29""";27.8;16.8;NA;21.66;60.5;2.2
"""1994-08-30""";26.5;17.2;NA;20.48;66.75;2.0
"""1994-08-31""";27.4;17.4;NA;21.46;54.0;1.7333330000000002
"""1994-01-09""";27.2;17.4;NA;21.26;53.25;2.5333330000000003
"""1994-02-09""";26.8;17.4;NA;21.58;53.25;2.0333330000000003
"""1994-03-09""";27.0;17.7;NA;21.7;49.25;2.1
"""1994-04-09""";26.3;17.2;8.6;20.76;52.25;1.466667
"""1994-05-09""";26.3;16.6;9.1;20.76;49.0;1.9333330000000002
"""1994-06-09""";28.2;16.6;9.0;21.66;51.25;2.2
"""1994-07-09""";29.2;17.2;9.0;22.42;36.75;1.1
"""1994-08-09""";30.2;17.4;8.6;23.9;36.5;1.8666669999999999
"""1994-09-09""";27.2;17.6;8.9;21.7;55.25;2.933333
"""1994-10-09""";22.9;15.8;5.8;17.72;70.75;2.766667
"""1994-11-09""";24.3;14.4;6.8;18.1;66.75;3.0
"""1994-12-09""";28.7;14.8;9.0;21.1;52.0;2.166667
"""1994-09-13""";29.7;16.0;9.3;22.0;45.5;2.266667
"""1994-09-14""";31.0;16.8;8.9;23.66;39.0;1.133333
"""1994-09-15""";31.2;18.6;9.0;24.38;40.5;0.866667
"""1994-09-16""";32.1;19.2;7.0;25.08;42.0;1.7333330000000002
"""1994-09-17""";26.2;19.2;4.9;21.8;63.75;2.8
"""1994-09-18""";26.3;18.2;7.3;21.28;65.0;2.6
"""1994-09-19""";25.7;16.4;9.0;20.32;55.0;2.233333
"""1994-09-20""";27.2;14.8;10.2;20.98;46.5;3.233333
"""1994-09-21""";28.3;17.0;10.4;22.48;48.5;2.3666669999999996
"""1994-09-22""";30.2;18.4;10.4;23.9;41.0;2.2
"""1994-09-23""";29.5;17.2;10.0;23.08;38.5;3.166667
"""1994-09-24""";28.5;19.0;NA;22.72;48.25;1.5
"""1994-09-25""";31.7;16.8;10.3;24.2;35.0;1.5
"""1994-09-26""";33.3;19.2;NA;26.0;37.5;1.166667
"""1994-09-27""";26.7;18.6;1.9;21.64;62.25;2.833333
"""1994-09-28""";21.1;15.4;NA;17.48;75.5;2.3666669999999996
"""1994-09-29""";25.7;14.6;NA;19.96;56.25;2.333333
"""1994-09-30""";29.5;15.0;NA;21.96;42.0;2.166667
"""1994-01-10""";32.5;17.8;NA;25.16;32.5;2.566667
"""1994-02-10""";33.5;20.6;10.1;26.72;28.0;1.033333
"""1994-03-10""";34.8;20.6;9.8;28.26;22.25;1.333333
"""1994-04-10""";32.1;20.6;8.5;25.56;43.75;2.6
"""1994-05-10""";27.9;19.6;5.0;22.68;60.0;2.8
"""1994-06-10""";26.5;19.6;4.8;22.86;58.0;2.1
"""1994-07-10""";23.1;16.0;0.0;19.04;72.25;1.566667
"""1994-08-10""";26.4;16.8;9.9;21.38;61.0;1.3
"""1994-09-10""";25.2;17.8;8.8;21.04;59.0;2.2
"""1994-10-10""";30.4;17.8;NA;24.4;46.5;2.2
"""1994-11-10""";32.3;20.2;0.0;25.2;49.5;2.233333
"""1994-12-10""";25.9;19.2;5.7;21.12;66.5;3.4666669999999997
"""1994-10-13""";24.8;17.4;9.7;19.98;69.75;2.8
"""1994-10-14""";31.6;16.6;8.3;24.34;53.5;1.5
"""1994-10-15""";26.7;20.8;7.6;22.58;63.0;3.1333330000000004
"""1994-10-16""";25.7;18.8;NA;21.76;61.75;3.3666669999999996
"""1994-10-17""";26.6;18.6;2.8;22.66;62.25;2.3666669999999996
"""1994-10-18""";30.8;19.8;7.4;23.66;61.75;1.8
"""1994-10-19""";31.0;18.7;6.0;23.72;64.5;2.066667
"""1994-10-20""";31.3;18.4;6.9;25.0;55.75;1.833333
"""1994-10-21""";29.5;22.2;5.4;25.48;69.75;0.933333
"""1994-10-22""";30.0;21.0;9.8;25.1;48.0;2.4666669999999997
"""1994-10-23""";28.0;20.0;11.1;23.5;48.5;2.6333330000000004
"""1994-10-24""";30.6;18.4;11.1;24.02;44.75;2.333333
"""1994-10-25""";30.2;21.4;5.5;25.54;49.25;1.2
"""1994-10-26""";32.0;22.6;5.4;25.1;60.75;1.433333
"""1994-10-27""";26.7;19.2;1.0;21.48;83.0;1.8
"""1994-10-28""";29.2;18.4;0.4;24.42;60.75;1.833333
"""1994-10-29""";25.7;20.0;1.0;21.64;78.75;3.5
"""1994-10-30""";23.1;18.0;3.4;19.52;71.25;2.666667
"""1994-10-31""";24.9;16.2;3.4;20.96;65.5;2.6333330000000004
"""1994-01-11""";29.4;19.0;10.1;24.26;60.25;1.533333
"""1994-02-11""";34.6;19.8;11.0;24.9;45.25;2.1
"""1994-03-11""";29.7;20.0;8.5;24.0;71.25;1.9333330000000002
"""1994-04-11""";29.6;20.0;10.4;24.54;62.75;2.566667
"""1994-05-11""";32.4;20.8;NA;26.14;50.0;2.066667
"""1994-06-11""";30.7;20.6;9.6;24.72;59.0;2.166667
"""1994-07-11""";31.7;21.8;9.8;26.64;43.5;2.266667
"""1994-08-11""";33.3;22.2;10.0;27.2;44.25;2.1333330000000004
"""1994-09-11""";34.0;21.6;10.6;27.42;46.75;1.7666669999999998
"""1994-10-11""";29.7;23.0;0.3;25.84;56.75;0.966667
"""1994-11-11""";33.8;21.6;10.0;26.9;47.75;1.1
"""1994-12-11""";33.7;22.4;8.3;27.42;47.25;2.0333330000000003
"""1994-11-13""";30.2;19.2;5.9;25.1;58.75;1.133333
"""1994-11-14""";27.4;19.2;3.9;22.3;77.75;1.6
"""1994-11-15""";24.3;17.4;0.0;19.84;85.75;1.5
"""1994-11-16""";28.0;18.0;5.2;22.46;70.5;1.566667
"""1994-11-17""";29.2;19.8;11.3;24.38;58.0;1.666667
"""1994-11-18""";27.8;20.6;3.0;22.74;79.0;1.5
"""1994-11-19""";24.2;19.2;0.0;21.02;87.5;2.2
"""1994-11-20""";24.3;18.2;1.7;20.0;79.25;1.6
"""1994-11-21""";21.3;15.6;2.1;18.32;77.0;3.066667
"""1994-11-22""";22.8;16.4;0.0;18.9;75.75;2.0333330000000003
"""1994-11-23""";20.8;16.2;0.0;17.7;81.75;2.7
"""1994-11-24""";20.4;15.0;1.2;17.22;76.75;2.6
"""1994-11-25""";21.5;16.0;2.0;18.52;73.75;2.4
"""1994-11-26""";21.9;17.0;1.3;19.48;83.0;1.333333
"""1994-11-27""";25.8;16.8;NA;21.88;69.25;0.933333
"""1994-11-28""";22.3;18.4;0.0;19.84;92.0;1.333333
"""1994-11-29""";27.2;16.6;3.9;20.5;91.0;1.2
"""1994-11-30""";27.2;18.0;2.0;22.22;72.25;1.233333
"""1994-01-12""";25.1;19.6;0.8;21.76;69.75;1.633333
"""1994-02-12""";25.0;19.2;0.9;21.3;67.5;2.4666669999999997
"""1994-03-12""";28.5;18.0;11.8;23.48;54.25;1.9
"""1994-04-12""";30.2;19.2;10.7;24.14;59.5;2.266667
"""1994-05-12""";31.4;20.8;10.9;25.94;57.0;1.9
"""1994-06-12""";27.7;19.2;4.0;22.16;83.0;1.2
"""1994-07-12""";27.6;19.8;2.0;23.22;76.75;1.333333
"""1994-08-12""";23.7;18.3;1.2;20.5;84.25;1.8
"""1994-09-12""";26.6;18.4;3.7;22.26;78.0;1.9333330000000002
"""1994-10-12""";28.1;20.0;9.0;24.04;61.75;1.833333
"""1994-11-12""";26.8;20.0;NA;23.18;64.5;1.9
"""1994-12-12""";29.3;19.8;NA;24.36;57.25;1.6
"""1994-12-13""";29.5;20.4;7.5;25.08;60.25;1.7666669999999998
"""1994-12-14""";30.2;21.0;8.1;25.1;62.75;1.333333
"""1994-12-15""";30.6;20.0;7.5;25.14;63.25;2.4666669999999997
"""1994-12-16""";27.1;19.8;1.3;23.04;76.5;1.633333
"""1994-12-17""";29.1;20.0;4.7;23.0;75.25;2.6
"""1994-12-18""";28.8;19.8;5.9;23.02;75.0;2.0333330000000003
"""1994-12-19""";28.0;19.0;3.7;22.74;82.25;1.7666669999999998
"""1994-12-20""";30.4;18.0;11.9;23.9;55.5;0.9
"""1994-12-21""";28.8;20.8;5.2;23.82;68.25;2.0333330000000003
"""1994-12-22""";24.3;19.9;0.0;20.94;94.75;1.2
"""1994-12-23""";23.8;19.0;0.0;20.94;93.25;2.2
"""1994-12-24""";26.6;19.6;2.3;22.14;86.75;1.2
"""1994-12-25""";24.2;19.5;0.1;20.56;94.75;0.866667
"""1994-12-26""";30.1;18.8;6.5;23.04;73.5;0.8
"""1994-12-27""";30.7;18.6;5.7;22.8;74.0;1.4
"""1994-12-28""";29.6;18.4;8.4;24.22;60.75;2.0333330000000003
"""1994-12-29""";29.7;21.0;10.1;24.92;58.75;1.633333
"""1994-12-30""";30.8;20.8;10.5;25.06;56.75;1.133333
"""1994-12-31""";30.8;20.5;10.0;25.44;56.25;1.7666669999999998
"""1995-01-01""";28.5;20.4;3.7;23.68;70.75;1.2
"""1995-02-01""";28.4;20.6;4.4;23.62;85.5;0.933333
"""1995-03-01""";27.6;20.2;2.4;22.98;76.75;1.3
"""1995-04-01""";28.7;20.2;5.0;24.16;68.5;1.5
"""1995-05-01""";28.7;20.4;5.1;23.68;76.25;1.633333
"""1995-06-01""";29.9;20.0;NA;24.44;69.5;1.9666669999999997
"""1995-07-01""";31.5;20.6;12.3;26.64;52.5;1.666667
"""1995-08-01""";32.5;21.8;11.2;27.32;51.25;2.1333330000000004
"""1995-09-01""";33.2;23.4;11.7;27.86;48.5;1.9
"""1995-10-01""";32.8;23.0;12.0;27.62;50.25;1.8
"""1995-11-01""";32.5;21.2;7.8;27.32;52.25;2.4
"""1995-12-01""";30.6;22.2;7.6;25.86;61.0;1.433333
"""1995-01-13""";29.9;22.0;11.8;25.64;48.75;1.833333
"""1995-01-14""";29.3;20.3;12.2;24.64;54.0;1.9
"""1995-01-15""";31.7;20.4;12.1;26.46;46.0;2.2
"""1995-01-16""";33.6;21.0;NA;27.7;41.5;1.366667
"""1995-01-17""";35.1;22.2;11.6;28.46;39.75;1.566667
"""1995-01-18""";33.8;23.8;10.4;29.12;42.0;2.066667
"""1995-01-19""";32.6;21.9;8.0;24.78;69.25;1.5
"""1995-01-20""";31.8;21.8;NA;25.68;62.0;2.6333330000000004
"""1995-01-21""";31.5;22.0;8.4;25.38;59.5;2.4
"""1995-01-22""";26.7;20.3;NA;23.6;72.0;2.3
"""1995-01-23""";31.4;19.6;7.9;24.7;65.25;1.6
"""1995-01-24""";31.4;21.1;9.0;25.34;65.75;1.7
"""1995-01-25""";30.1;22.3;7.3;25.74;71.0;1.9
"""1995-01-26""";31.0;21.6;7.2;23.9;86.25;2.2
"""1995-01-27""";29.7;20.7;5.4;24.42;75.0;0.666667
"""1995-01-28""";31.2;20.5;9.1;24.62;64.25;2.3
"""1995-01-29""";28.9;21.4;1.5;23.62;77.25;1.9
"""1995-01-30""";29.3;19.7;4.4;22.66;78.75;1.0
"""1995-01-31""";24.5;19.4;0.1;21.74;81.75;1.066667
"""1995-01-02""";24.8;19.4;NA;21.38;92.5;0.466667
"""1995-02-02""";27.1;17.6;4.5;21.84;83.0;1.066667
"""1995-03-02""";26.6;19.2;NA;22.02;79.0;0.966667
"""1995-04-02""";30.3;20.7;7.6;25.06;57.75;2.0333330000000003
"""1995-05-02""";28.2;20.9;NA;23.96;56.75;2.0333330000000003
"""1995-06-02""";30.4;19.4;8.0;25.02;59.0;1.666667
"""1995-07-02""";27.0;19.0;2.1;21.3;98.0;0.966667
"""1995-08-02""";23.7;20.0;0.4;21.48;91.0;1.633333
"""1995-09-02""";25.3;18.6;NA;22.28;80.75;1.6
"""1995-10-02""";25.3;20.3;2.3;21.58;87.5;1.7333330000000002
"""1995-11-02""";24.4;18.6;1.1;20.98;93.75;0.533333
"""1995-12-02""";26.6;19.4;3.3;21.94;89.0;0.6
"""1995-02-13""";27.2;20.2;2.2;23.1;93.5;0.2
"""1995-02-14""";29.3;20.8;6.3;23.44;79.0;1.2
"""1995-02-15""";28.2;18.0;2.0;21.14;88.0;0.933333
"""1995-02-16""";29.9;18.6;8.7;23.92;72.0;1.366667
"""1995-02-17""";30.9;20.8;10.1;25.68;63.25;1.4
"""1995-02-18""";29.1;21.6;5.3;24.08;80.75;1.066667
"""1995-02-19""";30.8;20.8;NA;24.7;71.5;1.233333
"""1995-02-20""";29.2;19.2;7.4;24.5;65.75;1.9666669999999997
"""1995-02-21""";27.7;20.4;8.7;23.52;66.5;1.7666669999999998
"""1995-02-22""";29.4;19.0;11.1;24.42;59.5;1.533333
"""1995-02-23""";31.7;19.8;11.5;26.16;56.5;2.166667
"""1995-02-24""";31.3;20.8;11.4;26.24;51.75;1.7666669999999998
"""1995-02-25""";31.7;20.8;11.5;26.54;48.25;1.8
"""1995-02-26""";31.6;22.2;10.6;26.5;49.5;0.933333
"""1995-02-27""";29.9;21.8;NA;25.28;59.25;1.7333330000000002
